,Company,0217price,0217amt,0517price,0517amt,0817price,0817amt,1117price,1117amt,0217-0517chng,0517-0817chng
2820,TRINSEO S A,59.299416284,802959,67.0993812639,698844,68.6991954739,670954,67.0991182721,988627,-104115,-27890
2821,TRIPADVISOR INC,46.3710487941,820857,43.1597126906,1737639,38.2002083837,2012633,40.5297099296,1399936,916782,274994
2822,TRIPLE-S MGMT CORP,20.702413602,138921,17.5701958119,105918,16.9097040802,126318,23.6761520651,187446,-33003,20400
2823,TRISTATE CAP HLDGS INC,22.1115091805,35728,23.3347589009,37412,25.1825423166,24104,22.8839261097,14508,1684,-13308
2824,TRITON INTL LTD,15.7972615301,47983,25.800315073,67286,33.438257908,38758,33.2796418139,109887,19303,-28528
2825,TRIUMPH BANCORP INC,26.1516797425,9942,25.8068452199,16391,24.5733086572,9726,32.2328162801,14054,6449,-6665
2826,TRIUMPH GROUP INC NEW,26.498167452,210090,25.7495877243,517251,31.5998669965,1040574,29.7489146948,895831,307161,523323
2827,TRONC INC,13.865877712,50700,13.9238986916,24993,12.8916819412,114570,14.5276120839,72758,-25707,89577
2828,TRONOX LTD,10.3133374077,170168,18.4497973907,2526044,15.1198906148,3172642,21.0999143793,3728072,2355876,646598
2829,TROVAGENE INC,2.10220623293,46142,1.14479542082,23585,1.26174573846,278186,0.738155952221,14902,-22557,254601
2830,TRUEBLUE INC,24.6527268729,218272,27.3531159702,195188,26.497380767,190132,22.4471711591,221186,-23084,-5056
2831,TRUECAR INC,12.5114581156,62183,15.4701544674,1067798,19.9297599794,738895,15.7902303784,932032,1005615,-328903
2832,TRUETT-HURST INC,1.75459118026,17098,2.29621125144,15678,2.09863588667,15248,2.25611406913,11081,-1420,-430
2833,TRUSTCO BK CORP N Y,8.75129241761,323038,7.85209778513,158429,7.74508701171,186699,8.89914152887,651973,-164609,28270
2834,TRUSTMARK CORP,35.6499612643,607967,31.7901759485,517424,32.1606773183,452136,33.1199455997,479409,-90543,-65288
2835,TTM TECHNOLOGIES  INC,13.6305549841,802095,16.1305988603,1122215,17.3601550814,1075048,15.369506307,985653,320120,-47167
2836,TUCOWS INC,35.25,12000,51.0277938622,13816,53.4897025172,6992,58.59375,8192,1816,-6824
2837,TUESDAY MORNING CORP,5.39819087657,185062,3.74876575235,179259,1.90099751022,438191,3.19726245204,57862,-5803,258932
2838,TUNIU CORP,8.75052046882,451516,8.76004453805,447258,8.02939575395,448228,7.82056957356,359181,-4258,970
2839,TUPPERWARE BRANDS CORP,52.6193619181,426497,62.7224320139,441708,70.2307992218,520669,61.8209586258,678346,15211,78961
2840,TURQUOISE HILL RES LTD,3.23006417061,789458,3.06989773403,260595,2.65096499434,649952,3.09987122936,682609,-528863,389357
2841,TURTLE BEACH CORP,1.28099551652,10929,0.917599559552,10898,0.697019544428,71734,0.819183795055,13428,-31,60836
2842,TUTOR PERINI CORP,27.9957551563,138521,31.8008832751,134273,28.7503677861,71373,28.4068069141,44778,-4248,-62900
2843,TWENTY FIRST CENTY FOX INC,27.7339007877,15219316,32.1590924498,16079154,28.1369904209,13819886,26.1073759737,13133683,859838,-2259268
2844,TWILIO INC,28.847472011,153185,28.872028872,333333,29.1122789668,228529,29.8484771702,315728,180148,-104804
2845,TWITTER INC,16.2998016102,2412422,14.9498774435,5322853,17.8698940313,4767068,16.8698626814,3875076,2910431,-555785
2846,TWO HBRS INVT CORP,8.72005790627,15622488,9.58997713564,14418074,9.91007617572,9249273,10.0800062761,4869243,-1204414,-5168801
2847,TYLER TECHNOLOGIES INC,142.769344117,532061,154.561300801,756703,175.670951854,766672,174.320415934,705689,224642,9969
2848,TYSON FOODS INC,61.7324928467,4223902,61.7523760465,4651319,62.6807146709,3792235,70.4505690551,2558276,427417,-859084
2849,U S CONCRETE INC,65.4951443483,75685,64.5569856023,53689,78.5452207134,52874,76.3054956835,87687,-21996,-815
2850,U S G CORP,28.8796788826,766075,31.8001877934,665625,29.0206460213,538651,32.6486734589,331162,-100450,-126974
2851,U S SILICA HLDGS INC,56.6799498757,744549,47.9898303672,1199650,35.4891364638,631010,31.0700154271,1334663,455101,-568640
2852,U.S. AUTO PARTS NETWORK INC,3.52231253015,109871,3.35392210985,96007,3.22764382001,94806,2.87907869482,37512,-13864,-1201
2853,UBIQUITI NETWORKS INC,57.8255380731,32477,50.256371588,26524,51.9723335614,81832,56.017970895,92149,-5953,55308
2854,UBS GROUP AG,15.6700260642,16087210,15.949966528,18527437,16.9800154138,15654815,17.1499743992,13644102,2440227,-2872622
2855,UDR INC,36.4802190822,1294126,36.2602248686,1433637,38.9698983581,1534800,38.0302232733,1988997,139511,101163
2856,UGI CORP NEW,46.0796959722,2048234,49.4003889112,2099194,48.4103032433,2045453,46.8594627355,1483329,50960,-53741
2857,ULTIMATE SOFTWARE GROUP INC,182.347205464,224599,195.210012035,299959,210.059669449,517015,189.601064106,577386,75360,217056
2858,ULTRA CLEAN HLDGS INC,9.70523658503,94279,16.8734392566,100513,18.7504283714,102131,30.6228072586,109167,6234,1618
2859,ULTRAGENYX PHARMACEUTICAL IN,70.3103086207,402857,67.7798006899,417440,62.1089704517,539761,53.2602038425,618811,14583,122321
2860,ULTRAPAR PARTICIPACOES S A,20.7407556604,397189,22.7301010269,530354,23.5309849997,433726,23.8222622702,355130,133165,-96628
2861,UMB FINL CORP,77.1220680021,212611,75.3093939889,269236,74.8582038304,196585,74.4931107875,187467,56625,-72651
2862,UMPQUA HLDGS CORP,18.7805618689,1182233,17.7401497537,1128119,18.3604557042,993276,19.510590408,866350,-54114,-134843
2863,UNDER ARMOUR INC,26.35708077,4203766,19.0124132225,3268128,21.1393048798,3293675,16.0754501729,2738337,-935638,25547
2864,UNIFI INC,32.6159307744,31549,28.3747233833,20335,30.8221985409,12199,35.620597658,89583,-11214,-8136
2865,UNIFIRST CORP MASS,143.638923571,37643,141.461732935,26106,140.706695902,23716,151.487164417,47641,-11537,-2390
2866,UNILEVER N V,41.0600806552,842351,49.6795761994,882113,55.2696105351,1456768,59.0394392887,945656,39762,574655
2867,UNILEVER PLC,40.7001799883,867834,49.3403083488,1244824,54.1203095668,1837277,57.9597072614,1311204,376990,592453
2868,UNION BANKSHARES CORP NEW,35.7797213676,28927,35.1862803075,50730,33.8823699579,55309,35.3040157913,61806,21803,4579
2869,UNION PAC CORP,103.680039069,5348503,105.919844393,6595072,108.909915841,5390859,115.969946713,5594596,1246569,-1204213
2870,UNISYS CORP,14.9482350689,73119,13.9538991433,67938,12.8061668532,64344,8.48570921356,28165,-5181,-3594
2871,UNIT CORP,26.8702687461,230515,24.1581669865,178242,18.7284496384,205623,20.5811801507,237207,-52273,27381
2872,UNITED BANKSHARES INC WEST V,46.2505303352,377120,42.2509127467,188990,39.1998480608,437017,37.1500756095,650712,-188130,248027
2873,UNITED CMNTY BKS BLAIRSVLE G,29.6198940544,499124,27.6896121966,523951,27.8019331227,479535,28.5411637604,473912,24827,-44416
2874,UNITED CMNTY FINL CORP OHIO,8.93818824853,62205,8.34236051449,80313,8.31549295775,44375,9.59944035651,77192,18108,-35938
2875,UNITED CONTL HLDGS INC,72.8796931961,3123298,70.6402128407,4081174,75.2501287481,3413642,60.8802167505,3190396,957876,-667532
2876,UNITED FINL BANCORP INC NEW,18.1618709334,92061,17.0104691168,67723,16.6815166815,40404,18.2856953048,60211,-24338,-27319
2877,UNITED FIRE GROUP INC,49.1646181409,72003,42.7762756045,51407,44.0598404763,52406,45.8226080432,95957,-20596,999
2878,UNITED INS HLDGS CORP,15.1346157146,58277,15.9563633072,44183,15.7246507785,77458,16.3056919761,56606,-14094,33275
2879,UNITED MICROELECTRONICS CORP,1.75291292884,67887,1.9327695199,93648,2.44041443206,479017,2.49814988116,510778,25761,385369
2880,UNITED NAT FOODS INC,47.7237242173,194704,43.2302023095,219268,36.7011525137,420559,41.5907077353,685129,24564,201291
2881,UNITED PARCEL SERVICE INC,114.639991683,4405426,107.30021857,3572304,110.589735136,3915707,120.089863774,4124020,-833122,343403
2882,UNITED RENTALS INC,105.579433688,720557,125.049885199,771772,112.709679366,894759,138.740793018,950773,51215,122987
2883,UNITED STATES ANTIMONY CORP,0.249180759484,212697,0.49526744442,127204,0.392882711415,114538,0.287306786186,87015,-85493,-12666
2884,UNITED STATES CELLULAR CORP,43.7442817932,17488,37.3352577006,26329,38.3012113187,20391,35.380166695,5879,8841,-5938
2885,UNITED STATES NATL GAS FUND,9.33807189674,249302,7.56996578325,8311134,6.77996257508,10667758,6.57001831473,7215505,8061832,2356624
2886,UNITED STATES OIL FUND LP,11.7201619893,2664127,10.6399587677,6719011,9.50003379486,4349774,10.4299657695,5428781,4054884,-2369237
2887,UNITED STATES STL CORP NEW,33.0105350028,853061,33.8099493595,1033956,22.1401488158,2897677,25.6599222833,2059788,180895,1863721
2888,UNITED TECHNOLOGIES CORP,109.620018427,2725369,112.20985453,2745864,122.10994603,3859530,116.080081392,3769415,20495,1113666
2889,UNITED THERAPEUTICS CORP DEL,143.430297775,871866,135.379422439,1154821,129.729626797,1575415,117.189971789,1134679,282955,420594
2890,UNITEDHEALTH GROUP INC,160.039829871,4647768,164.009841499,4690749,185.419904794,5215206,195.850341528,4984362,42981,524457
2891,UNITIL CORP,45.3801169591,8550,45.045045045,9324,48.3196789834,29905,49.4592722817,93855,774,20581
2892,UNIVAR INC,28.370367296,2313012,30.6599408907,2350559,29.199993075,2310480,28.929918493,2396481,37547,-40079
2893,UNIVERSAL CORP VA,63.7549385723,92385,70.7447363677,105393,64.6928568702,52386,57.2928030869,87079,13008,-53007
2894,UNIVERSAL DISPLAY CORP,56.3110209169,62581,86.102652755,113957,109.250372692,183798,128.851363093,489145,51376,69841
2895,UNIVERSAL ELECTRS INC,64.5599830821,33101,68.5063889187,9313,66.8160404458,17406,63.3994061064,39401,-23788,8093
2896,UNIVERSAL FST PRODS INC,102.188142884,106940,98.5483376124,61929,87.3001471804,49599,98.1699649216,60436,-45011,-12330
2897,UNIVERSAL HEALTH RLTY INCM T,65.5834035921,39141,64.4861150873,27944,79.5880149813,14952,75.5086345522,28606,-11197,-12992
2898,UNIVERSAL HLTH SVCS INC,106.380416799,672699,124.450504964,586675,122.080612964,607148,110.940285205,852720,-86024,20473
2899,UNIVERSAL INS HLDGS INC,28.4016738444,81967,24.5029980318,65543,25.1996418325,54723,22.9968712878,119538,-16424,-10820
2900,UNIVERSAL TECHNICAL INST INC,2.90520105481,67121,3.45527980762,42833,3.56196709633,44919,3.44403444034,16260,-24288,2086
2901,UNUM GROUP,43.9298740667,2214188,46.8900030947,2517189,46.6300216082,3516254,51.1299101109,3113168,303001,999065
2902,UQM TECHNOLOGIES INC,0.442924284554,40639,0.473548910838,29564,0.854876213924,29244,1.16402478688,29209,-11075,-320
2903,URBAN EDGE PPTYS,27.5108378142,429976,26.2976606229,209030,23.7297603344,658793,24.1200077763,663557,-220946,449763
2904,URBAN OUTFITTERS INC,28.4794572094,1700840,23.7600094773,1705134,18.5407576106,1254048,23.8996563135,877544,4294,-451086
2905,URSTADT BIDDLE PPTYS INC,24.1078978522,118260,20.5655821193,87379,19.7998041997,150153,21.6969516957,208739,-30881,62774
2906,US BANCORP DEL,51.3698772434,6257422,51.5000135809,6185144,51.9199366653,7303418,53.5900195156,7938773,-72278,1118274
2907,US ECOLOGY INC,49.1626363963,25019,46.8229898661,13519,50.5045864535,130602,53.8010509228,561792,-11500,117083
2908,US FOODS HLDG CORP,27.4789210436,475237,27.9802899399,1680969,27.2200935958,4043557,26.6999872251,7311202,1205732,2362588
2909,USA COMPRESSION PARTNERS LP,17.2993001958,569445,16.8895517477,923944,16.3594208215,1003214,16.7193394791,1051776,354499,79270
2910,USA TRUCK INC,8.71346626605,36610,7.35483870968,31000,8.66801502456,51915,14.0932458784,11282,-5610,20915
2911,USANA HEALTH SCIENCES INC,61.1884899489,27211,57.5984957338,56373,64.0886100263,62476,57.6954134367,49536,29162,6103
2912,V F CORP,53.3499459838,2390949,54.9700299472,2192522,57.5994468591,1426038,63.5704479214,1315454,-198427,-766484
2913,VAALCO ENERGY INC,1.04110976674,35539,0.913516705101,89763,0.930196997885,78478,0.842412669887,17806,54224,-11285
2914,VAIL RESORTS INC,161.308971998,885611,191.899612876,739298,202.830181563,662855,228.119733339,628363,-146313,-76443
2915,VALE S A,7.3159303368,8201691,9.27344444813,8766969,8.4957581799,7592024,10.0341753367,15217992,565278,-1174945
2916,VALEANT PHARMACEUTICALS INTL,14.5201071368,4424623,11.0299839108,4973534,17.2998512563,4597843,14.3299509314,3988290,548911,-375691
2917,VALERO ENERGY CORP NEW,68.3198797216,3898953,66.2899272192,4970544,67.4600474836,5703020,76.9299367446,6414161,1071591,732476
2918,VALERO ENERGY PARTNERS LP,44.2701170366,4926235,47.9097944716,4898059,45.6400370845,4737288,43.7200581102,4541714,-28176,-160771
2919,VALIDUS HOLDINGS LTD,55.0103559917,833334,56.3897186196,827243,51.9706264364,878477,49.2101276249,815828,-6091,51234
2920,VALLEY NATL BANCORP,11.6399486211,2949068,11.7999651187,2614584,11.8097666158,2515037,12.0501365224,2051678,-334484,-99547
2921,VALMONT INDS INC,140.898610739,153103,155.497326366,131282,149.603379337,124048,158.099974063,111809,-21821,-7234
2922,VALVOLINE INC,21.5002023299,2404489,24.5499491655,2798295,23.7202182932,5135661,23.4498818592,4689320,393806,2337366
2923,VANDA PHARMACEUTICALS INC,15.9480999516,472909,13.9995378085,328868,16.2976112616,321090,17.9015648615,426108,-144041,-7778
2924,VANECK VECTORS ETF TR,48.7204174531,6586992,42.212045772,11785380,46.8566619906,6859046,49.3197579488,6619923,5198388,-4926334
2925,VANGUARD ADMIRAL FDS INC,111.106684726,50204,100.28,25000,104.917840146,51059,110.767554751,62419,-25204,26059
2926,VANGUARD BD INDEX FD INC,81.2924467969,4931762,82.3572239593,5378581,81.562043213,2831599,81.7685538068,3119023,446819,-2546982
2927,VANGUARD INDEX FDS,129.44520569,11568756,134.172101144,10894791,131.59412073,10808416,137.775350784,10544368,-673965,-86375
2928,VANGUARD INTL EQUITY INDEX F,39.351137013,26909718,43.183534393,27334261,45.7918662052,27820028,48.4893359433,28405091,424543,485767
2929,VANGUARD MALVERN FDS,49.1599476582,5294432,49.4700824779,3599145,49.2302652812,4139608,49.4498404613,4270125,-1695287,540463
2930,VANGUARD SCOTTSDALE FDS,87.2043453896,1375803,83.109825886,2546895,81.7724343625,1969111,81.7435376227,1774966,1171092,-577784
2931,VANGUARD SPECIALIZED PORTFOL,85.1800793189,694916,89.9406078857,466897,92.6709883597,494405,94.7906238408,501442,-228019,27508
2932,VANGUARD STAR FD,45.881884313,258577,49.6846383406,156487,51.9711437723,167035,54.7267406673,160269,-102090,10548
2933,VANGUARD TAX MANAGED INTL FD,36.5400429689,12210221,39.3000273754,12814444,41.3198901741,12673509,43.4099825632,12846400,604223,-140935
2934,VANGUARD WHITEHALL FDS INC,75.9323040163,821969,77.6497125245,670318,78.1605798975,541475,81.0842594226,680280,-151651,-128843
2935,VANGUARD WORLD FD,99.824381745,215809,99.5733738531,171110,108.118889323,255700,105.633333016,104929,-44699,84590
2936,VANGUARD WORLD FDS,110.417480928,276324,119.487335094,290014,125.591022283,463815,126.179696356,431361,13690,173801
2937,VANTIV INC,59.6201064611,1178646,64.1199630534,968965,63.3401960645,912659,70.4701812686,1990913,-209681,-56306
2938,VARIAN MED SYS INC,89.7786408429,469644,91.1322636288,445232,103.190536376,532481,100.059629882,581923,-24412,87249
2939,VASCO DATA SEC INTL INC,13.6457001681,69619,13.505488984,65677,14.3580495249,57668,12.0497653529,337102,-3942,-8009
2940,VECTOR GROUP LTD,22.7395215787,96484,20.8006984926,116823,21.3169729898,153868,20.4710931293,244198,20339,37045
2941,VECTREN CORP,52.1509743998,542847,58.6096682636,1190162,58.4415709792,517919,65.7689941,414405,647315,-672243
2942,VECTRUS INC,23.8490434175,80129,22.3384932361,73774,32.3271980694,55526,30.8806709874,10492,-6355,-18248
2943,VEDANTA LTD,12.4210288369,256581,17.172207393,247260,15.5192609283,256971,19.3622257811,262883,-9321,9711
2944,VEECO INSTRS INC DEL,29.1466669859,83543,29.8487254287,81243,27.8506038595,116335,21.399148048,199307,-2300,35092
2945,VEEVA SYS INC,40.6995924762,1667142,51.2799642115,1560278,61.3098849042,1448967,56.4095155874,872211,-106864,-111311
2946,VENTAS INC,62.5200594575,4293486,65.039856713,4076854,69.4799533646,4624816,65.1299082501,4815591,-216632,547962
2947,VERA BRADLEY INC,11.721377832,263109,9.31188935747,76354,9.76722025592,58768,8.80976243295,266409,-186755,-17586
2948,VERACYTE INC,7.73928290707,16539,9.21149594694,13570,8.33199439943,43567,8.76770733049,29084,-2969,29997
2949,VERASTEM INC,1.12156121321,62413,2.05823293173,19920,2.19876868953,18192,4.67758102239,14965,-42493,-1728
2950,VEREIT INC,8.46001925787,3436517,8.49002634077,4453932,8.13999306937,4293984,8.28987998458,6771630,1017415,-159948
2951,VERIFONE SYS INC,17.7298784861,3087218,18.7300980504,4609159,18.0998320244,4516727,20.2798926237,3388085,1521941,-92432
2952,VERINT SYS INC,35.249941074,3321963,43.3751155496,3145836,40.7001531954,2340802,41.8496820671,2422838,-176127,-805034
2953,VERISIGN INC,76.0697458406,623349,87.1100261697,1541097,92.9600984819,1517436,106.39034217,1774146,917748,-23661
2954,VERISK ANALYTICS INC,81.1710364537,752325,81.1393812526,689813,84.3703050951,534489,83.1920715373,591691,-62512,-155324
2955,VERITIV CORP,53.7584719655,25968,51.7883067177,37885,44.9885128416,29163,32.4918186068,34224,11917,-8722
2956,VERIZON COMMUNICATIONS INC,53.3800183857,21267621,48.7499773821,14479658,44.6599731621,16692800,49.490065731,20893183,-6787963,2213142
2957,VERMILION ENERGY INC,42.1830964575,65998,37.5062662352,65829,31.7351810431,182857,35.5817400145,81643,-169,117028
2958,VERSARTIS INC,14.9036754261,90112,21.3525956501,100784,17.448856799,103044,2.4515161925,64042,10672,2260
2959,VERSO CORP,7.0999863913,213099,5.9993417934,331203,4.68932390549,149062,5.09126727614,162435,118104,-182141
2960,VERSUM MATLS INC,28.0689913922,927536,30.5994596641,919428,32.4998711141,678895,38.8200490291,627382,-8108,-240533
2961,VERTEX PHARMACEUTICALS INC,73.6700217709,3882244,109.3501857,3655906,128.870419033,2779544,152.0396751,2696704,-226338,-876362
2962,VIACOM INC NEW,35.1074103703,6913811,46.6235693982,8102447,33.5793328926,6996625,27.8576212849,7782933,1188636,-1105822
2963,VIAD CORP,44.109702627,79597,45.1934252034,60230,47.2519365548,54220,60.8977035491,95800,-19367,-6010
2964,VIASAT INC,66.218221706,309960,63.8215057611,413638,66.1997097363,531241,64.3205375067,488180,103678,117603
2965,VIAVI SOLUTIONS INC,8.18001234117,15171982,10.7200146651,13321437,10.5299614189,8962426,9.46007977888,9973066,-1850545,-4359011
2966,VICON INDS INC,0.588532032958,47576,0.360406198987,47169,0.57929969104,46608,0.384749912557,28590,-407,-561
2967,VICOR CORP,15.0935570099,43396,16.1147835623,32827,17.8933153275,32582,23.6058785595,58926,-10569,-245
2968,VIDEOCON D2H LTD,8.21047370864,28013,11.48476721,29082,9.74005479175,475254,8.89865421587,72820,1069,446172
2969,VILLAGE SUPER MKT INC,30.9617918314,7590,26.5112440685,9694,25.8916502028,9617,24.7420629281,70366,2104,-77
2970,VIPER ENERGY PARTNERS LP,16.0005320411,661603,17.9796692733,1596303,15.7006488206,1136832,18.6398555164,3878088,934700,-459471
2971,VIPSHOP HLDGS LTD,11.0099735496,21851097,13.3399908077,20658485,10.5499731283,20877020,8.79004385728,18938017,-1192612,218535
2972,VIRNETX HLDG CORP,2.17978899643,11469,2.32203758798,13781,4.52348494237,16138,3.87250521299,13428,2312,2357
2973,VIRTU FINL INC,15.9503388648,1126998,16.9996711458,1052138,17.6498415157,1001992,16.2000436385,1003701,-74860,-50146
2974,VIRTUS INVT PARTNERS INC,118.052301059,21338,105.923981281,17522,110.949471438,20622,116.054794521,27375,-3816,3100
