,Company,0214price,0214amt,0514price,0514amt,0814price,0814amt,1114price,1114amt,0214-0514chng,0514-0814chng,0814-1114chng
1517,INVESTMENT TECHNOLOGY GRP NE,20.560784610873725,303539,20.19808410456243,184770,16.881434512851982,220005,15.753444553103726,103279,-118769,35235,-116726
1518,INVESTORS REAL ESTATE TR,8.586237042587735,96084,8.97841316969506,98347,9.219681133193973,64102,7.696416696645628,91731,2263,-34245,27629
1519,ION GEOPHYSICAL CORP,3.300343364976772,247550,4.209647052584127,301688,4.2188761182213685,387781,2.7917938659622594,379326,54138,86093,-8455
1520,IPG PHOTONICS CORP,77.60980169369147,357326,71.07817067100073,470074,68.79924597267801,521997,68.77862031365767,500737,112748,51923,-21260
1521,IRELAND BK,14.814814814814815,135,19.38443326427937,13516,13.902970698570414,78904,15.827628855879798,163322,13381,65388,84418
1522,IRIDIUM COMMUNICATIONS INC,6.24751724386985,27691,7.517940539924822,35116,8.450704225352112,26980,8.855331841909024,32184,7425,-8136,5204
1523,IROBOT CORP,34.765652698007514,141030,41.04955202047907,131256,40.948962441366135,728248,30.450132391879965,593692,-9774,596992,-134556
1524,IRON MTN INC,30.35075377073977,1060402,27.569784483478212,1976693,35.44980340607758,1891971,32.649729517984255,1005797,916291,-84722,-886174
1525,IRONWOOD PHARMACEUTICALS INC,11.614199013229706,137418,12.319931585060774,610393,15.330155299618205,600581,12.953871768339647,385599,472975,-9812,-214982
1526,IRSA INVERSIONES Y REP S A,12.142857142857142,14000,10.591808014221167,13501,16.378857119747643,24727,13.759746487095025,23983,-499,11226,-744
1527,ISHARES GOLD TRUST,11.680070818113592,2968732,12.440306684590446,1319662,12.880102084385527,1229571,11.699882080939698,1401809,-1649070,-90091,172238
1528,ISHARES INC,33.15325593173296,42989292,31.570301756964145,50213489,33.08915061265058,54244215,32.47325164870889,53287303,7224197,4030726,-956912
1529,ISHARES SILVER TRUST,18.709518079602976,1202543,19.040673835100165,1134046,20.249933674262873,437236,16.35032980814739,838821,-68497,-696810,401585
1530,ISHARES TR,80.5358945642286,153997830,83.74563210502703,193486509,86.27504009477926,218267195,81.46107135005822,205465859,39488679,24780686,-12801336
1531,ISIS PHARMACEUTICALS INC,39.84098954943073,588389,43.20960292201172,563995,34.45114334941242,776578,38.830098994596206,776305,-24394,212583,-273
1532,ISLE OF CAPRI CASINOS INC,8.959969169998555,20759,7.688564476885644,10275,8.581179912237932,10255,7.506931115376411,23445,-10484,-20,13190
1533,ISTAR FINL INC,14.269631034170894,1603265,14.75948137613554,1035741,14.979590340138259,1172729,13.499644813595445,1171216,-567524,136988,-1513
1534,ITAU UNIBANCO HLDG SA,13.570079807128662,5474323,14.860018492732037,5711433,14.380075416117895,6398367,13.880087188810256,3511001,237110,686934,-2887366
1535,ITC HLDGS CORP,95.82035851589396,109507,37.35277710119193,254546,36.475611176670206,197447,35.629130049730904,102753,145039,-57099,-94694
1536,ITRON INC,41.4257840728429,55352,35.535926087770775,64076,40.542588663231285,52784,39.30695629687097,54138,8724,-11292,1354
1537,ITT CORP NEW,43.42315700534114,132556,42.76112167144164,182549,48.09985994162074,3624917,44.93998578348429,4064287,49993,3442368,439370
1538,ITT EDUCATIONAL SERVICES INC,33.56951227901218,43611,28.675665815395842,27410,16.686758454412793,31522,4.2902610514775406,178777,-16201,4112,147255
1539,IXYS CORP,12.960889946127475,57172,11.343804537521816,66468,12.319190402116966,55929,10.48429221699873,26802,9296,-10539,-29127
1540,J & J SNACK FOODS CORP,88.5942267073457,51132,95.96029229284431,14506,94.10959756173416,16077,93.54182087342708,10808,-36626,1571,-5269
1541,J2 GLOBAL INC,50.00876321785359,154053,50.0489682888116,59222,50.8580955182897,50985,49.352938447979966,21559,-94831,-8237,-29426
1542,JA SOLAR HOLDINGS CO LTD,9.201647533082113,11411,10.170059974747474,101376,10.86867023466447,36435,9.213461351954225,10311,89965,-64941,-26124
1543,JABIL CIRCUIT INC,17.44021070859496,962087,17.999696847210995,554176,20.89978072361208,802640,20.169506807321245,332730,-407911,248464,-469910
1544,JACK IN THE BOX INC,50.01936974207156,418178,58.94046000893676,1067501,59.8398490976561,1312637,68.18969090898766,1408776,649323,245136,96139
1545,JACOBS ENGR GROUP INC DEL,62.98973872784346,597002,63.499322128730974,371752,53.2794707810956,413893,48.822198315836324,269570,-225250,42141,-144323
1546,JANUS CAP GROUP INC,12.370801260235908,570052,10.870132808828393,459608,12.47974016865026,316513,14.537741898357474,304105,-110444,-143095,-12408
1547,JARDEN CORP,61.3492652421815,157671,59.827871536015564,222973,59.34816686553895,213705,60.109024833434276,165100,65302,-9268,-48605
1548,JAZZ PHARMACEUTICALS PLC,126.5583029134238,232304,138.68402857801337,138848,147.00656038671752,118743,160.56810124406437,46541,-93456,-20105,-72202
1549,JDS UNIPHASE CORP,12.985107145365136,1110734,14.00026280057816,570775,12.471285806844284,509330,12.801009104111118,550191,-539959,-61445,40861
1550,JETBLUE AIRWAYS CORP,8.539578237165651,1000752,8.689603329986143,1426072,10.850116524472668,1581642,10.620225131370317,1907775,425320,155570,326133
1551,JINKOSOLAR HLDG CO LTD,29.30718672556836,9281,27.94015890816253,41911,30.175234494292155,123777,27.491187344166452,93048,32630,81866,-30729
1552,JIVE SOFTWARE INC,11.253426364315974,100325,8.004664970313826,75456,8.503168741166277,43866,5.83974649162517,44180,-24869,-31590,314
1553,JOHN BEAN TECHNOLOGIES CORP,29.33212996389892,137392,30.90228123935989,73425,30.98820383502293,59087,28.11537838275806,24684,-63967,-14338,-34403
1554,JOHNSON & JOHNSON,91.59005859901136,10449835,98.229979315603,9686045,104.61989803292705,10516336,106.59000911487516,8106529,-763790,830291,-2409807
1555,JOHNSON CTLS INC,51.30008046488177,8068116,47.320277585729386,2007596,49.92987052127648,2156725,44.00059103887008,1509207,-6060520,149129,-647518
1556,JONES LANG LASALLE INC,102.39018949682749,187391,118.49729642482448,247820,126.38640913271654,166347,126.33863163777521,198617,60429,-81473,32270
1557,JOURNAL COMMUNICATIONS INC,9.307687177874952,104967,8.856773959725464,132441,8.865129747187883,89790,8.429274230359589,98585,27474,-42651,8795
1558,JOY GLOBAL INC,58.48994532722725,383006,58.000714433435476,425512,61.581785060783034,490762,54.539640540599855,318979,42506,65250,-171783
1559,JPMORGAN CHASE & CO,57.70864969212738,30588950,59.85578863593653,24923972,57.387227607432145,24833139,59.94347450662895,23023240,-5664978,-90833,-1809899
1560,JUNIPER NETWORKS INC,22.56988733360972,11199347,25.7600023541715,8087771,24.54004696189612,11318112,22.150123409423728,1793218,-3111576,3230341,-9524894
1561,JUST ENERGY GROUP INC,7.1538880813953485,44032,8.021950402144773,47744,5.763084822130246,38174,4.66251312183883,73351,3712,-9570,35177
1562,K12 INC,21.74496911339017,100529,22.653872792784377,128499,24.071335975713296,241449,15.95972965926639,249315,27970,112950,7866
1563,KADANT INC,40.512010955360715,52577,36.4654496584164,44645,38.45159956586904,38698,39.03931189048397,33018,-7932,-5947,-5680
1564,KAISER ALUMINUM CORP,70.24012536295339,911274,71.42039168800278,951829,72.87014352478356,993905,76.22002150390556,891931,40555,42076,-101974
1565,KAMAN CORP,39.73008934226706,1348298,40.67992109354,1406222,42.729454963228136,1411813,39.299941681149654,1378628,57924,5591,-33185
1566,KANSAS CITY SOUTHERN,123.83000669351387,364532,102.05972561110418,995084,107.51006196502007,3656095,121.19989740347003,3485498,630552,2661011,-170597
1567,KAPSTONE PAPER & PACKAGING C,55.85962214233263,1357707,28.840129474188362,2764412,33.130109112195896,2207086,27.969814378687733,2448318,1406705,-557326,241232
1568,KB FINANCIAL GROUP INC,40.5068790731354,69050,35.147014246741435,65980,34.765779840044765,85774,36.21775856711021,106191,-3070,19794,20417
1569,KB HOME,18.28002228553049,1392832,16.990042153605312,808709,18.678969950274013,504364,14.939363122790132,276317,-584123,-304345,-228047
1570,KBR INC,31.88996644091544,4413708,26.680168757589712,3594505,23.850120508194962,3761155,18.829226331601518,934664,-819203,166650,-2826491
1571,KCAP FINL INC,8.06185752390086,33367,8.662905383968107,72493,8.489552652552064,57718,8.320094779073214,37139,39126,-14775,-20579
1572,KCG HLDGS INC,11.949069539666992,10210,11.89832341806382,11094,11.879269112337244,63977,10.13138222790181,119727,884,52883,55750
1573,KELLOGG CO,61.07022336008502,1324901,62.709154493255284,1062014,65.69938139411202,913829,61.60010523014034,790648,-262887,-148185,-123181
1574,KELLY SVCS INC,24.93932427527206,281002,23.7324815042997,193153,17.170628661961278,140123,15.673426016116178,11293,-87849,-53030,-128830
1575,KEMET CORP,5.647933116581514,53825,5.801532021330184,57571,5.7498956024541465,31131,4.119276757072034,27432,3746,-26440,-3699
1576,KEMPER CORP DEL,40.878838299803355,79332,39.163171458891306,79156,36.85688169234788,122528,34.13518822658036,62106,-176,43372,-60422
1577,KENNAMETAL INC,52.0700880585439,2653462,44.29973296761784,2619158,46.28026568026146,2563382,41.30996496029758,2488891,-34304,-55776,-74491
1578,KENNEDY-WILSON HLDGS INC,22.25005910620961,2296713,22.510134000498105,2995362,26.819846980589773,2858853,23.959986495478567,2751671,698649,-136509,-107182
1579,KERYX BIOPHARMACEUTICALS INC,12.95066547856466,565608,17.039133404898994,51235,15.37944313701519,163595,13.751839610123286,165796,-514373,112360,2201
1580,KEY ENERGY SVCS INC,7.902313875584742,286878,9.239058816639089,204891,9.140902625482257,420418,4.840812937905934,476986,-81987,215527,56568
1581,KEY TRONICS CORP,11.03702000459876,21745,10.399288177065957,17982,10.486778846153843,33280,10.568306986990564,33591,-3763,15298,311
1582,KEYCORP NEW,13.419978943878887,4168859,14.321545423171546,17101646,14.33002537514417,19232206,13.330065720405187,4011083,12932787,2130560,-15221123
1583,KEYW HLDG CORP,13.434806243690302,38631,18.69801763491964,15991,12.571370482693188,59023,11.0803324099723,20216,-22640,43032,-38807
1584,KFORCE INC,20.46281363687507,133315,21.306252489048187,15066,21.636196238326978,15206,19.602252477011906,14029,-118249,140,-1177
1585,KILROY RLTY CORP,50.18049644508968,281723,58.5784870639917,224451,62.27849709840024,283292,59.44014390199194,496449,-57272,58841,213157
1586,KIMBALL INTL INC,15.030557568633268,175243,18.110415612800086,258967,16.719738425945685,234274,15.048149593408413,222951,83724,-24693,-11323
1587,KIMBERLY CLARK CORP,104.46007612306057,1915057,110.249387125087,1718132,111.22015030023327,1879039,107.569835145286,2026451,-196925,160907,147412
1588,KIMCO RLTY CORP,19.74998489638923,5958840,21.880036304664355,5142039,22.979887066711782,4722434,21.90988060522905,4222798,-816801,-419605,-499636
1589,KINDER MORGAN ENERGY PARTNER,80.66006199950344,1284849,73.95047204415526,1124577,82.21036840019259,1221172,93.27983385285697,2124382,-160272,96595,903210
1590,KINDER MORGAN INC DEL,33.88062524050271,6837241,29.00644995331644,4198480,33.051061765473946,4357742,30.103410931986886,4408238,-2638761,159262,50496
1591,KINDER MORGAN MANAGEMENT LLC,75.66016310519252,1453050,71.67094350234589,483613,78.92988313335042,2561552,94.14977099587836,2477903,-969437,2077939,-83649
1592,KINDRED HEALTHCARE INC,19.737409572812407,266651,23.42162083441503,157931,23.101327797579412,127655,19.402943079823306,177705,-108720,-30276,50050
1593,KINROSS GOLD CORP,4.38019650872944,1583034,4.140254672988412,3560409,4.13995583843643,3276605,3.3001614400137265,2564420,1977375,-283804,-712185
1594,KIRBY CORP,99.25087416456422,180744,101.24997788432616,226084,117.13983199232058,242727,117.84928424235468,400834,45340,16643,158107
1595,KITE RLTY GROUP TR,6.569846941609295,378091,5.999112238996023,223033,6.13981371063912,558486,24.239554650473252,217537,-155058,335453,-340949
1596,KKR & CO L P DEL,24.339630037168973,1760339,22.84019526059417,2296828,24.32974682564907,3360372,22.299833130201502,2276026,536489,1063544,-1084346
1597,KLA-TENCOR CORP,64.45939488041329,562897,69.13925765154173,490228,72.64001870695273,564496,78.77974563076808,479146,-72669,74268,-85350
1598,KNIGHT TRANSN INC,18.34036121712365,289798,23.131226171442627,203275,23.76986132782454,227515,27.394938996836878,35408,-86523,24240,-192107
1599,KNOLL INC,18.30596612869223,85382,18.18800413943664,70541,17.330340822323514,86438,17.306669674653946,62057,-14841,15897,-24381
1600,KNOT OFFSHORE PARTNERS LP,28.10005341653251,1082062,28.60027781896375,1207261,28.300018353741933,1928762,24.9698379977995,1976825,125199,721501,48063
1601,KODIAK OIL & GAS CORP,11.210544066848314,1016989,12.140870294162474,419904,14.550002405118091,1039450,13.570056093126652,1160570,-597085,619546,121120
1602,KOHLS CORP,56.74998995836067,746890,56.799669338018866,1156468,52.68009477329797,1411368,61.02967429682231,604968,409578,254900,-806400
1603,KONINKLIJKE PHILIPS N V,36.969172461129844,167545,35.161822708327506,178745,31.76110103634307,175907,31.707186800487506,205947,11200,-2838,30040
1604,KOPIN CORP,4.221964597788658,173379,3.7771740989865954,146141,3.2627065598397595,127808,3.3989755535219803,84143,-27238,-18333,-43665
1605,KOPPERS HOLDINGS INC,45.7491342792173,240551,41.22326263445485,122067,38.25885328836425,28464,33.13949853060713,15993,-118484,-93603,-12471
1606,KOREA ELECTRIC PWR,16.613201888219493,38343,17.1771359107846,37841,18.40234211626934,45429,22.43892098150405,94345,-502,7588,48916
1607,KORN FERRY INTL,26.122834064285,292541,29.76974406251372,182232,29.3662715800641,224339,24.901269811393103,286893,-110309,42107,62554
1608,KOSMOS ENERGY LTD,11.176351488155497,49390,10.997011265231054,130490,11.229855327857203,703660,9.958796005307633,214785,81100,573170,-488875
1609,KRAFT FOODS GROUP INC,53.910360217377395,3345702,56.10007798602272,2126022,59.94986759252366,2444726,56.40038631273405,1885519,-1219680,318704,-559207
1610,KRATON PERFORMANCE POLYMERS,23.053626442483424,76604,26.173660157872877,14442,22.388059701492534,12462,17.828716969118112,18846,-62162,-1980,6384
1611,KRATOS DEFENSE & SEC SOLUTIO,7.675739181515566,25535,7.544446631240568,30486,7.791771620486987,29775,6.562466923049782,28343,4951,-711,-1432
1612,KRISPY KREME DOUGHNUTS INC,19.294101218391074,85933,17.731272711352393,91364,15.979401706041903,50878,17.13807997770656,21531,5431,-40486,-29347
1613,KROGER CO,39.529432975750474,2085484,43.64998938329814,12838262,49.42994040745555,10090524,52.00009359529898,6325104,10752778,-2747738,-3765420
1614,KRONOS WORLDWIDE INC,19.04644875890882,32552,16.701348539307624,37003,15.67412299549906,88426,13.81573266557292,11581,4451,51423,-76845
1615,KULICKE & SOFFA INDS INC,13.300182357808248,242929,12.610870237236545,252322,14.260104578618655,295089,14.23077193500531,284454,9393,42767,-10635
1616,KYOCERA CORP,50.13882741137177,49702,45.25578515594768,51684,47.57986085135035,53468,46.694674615167465,60221,1982,1784,6753
1617,L BRANDS INC,61.850027579771435,10302841,56.76995727768628,10958208,58.65990717862749,9924223,66.97992667711486,5388495,655367,-1033985,-4535728
1618,L-3 COMMUNICATIONS HLDGS INC,106.85835317051227,640212,118.1500632867922,1019170,120.7495493883186,625816,118.91976164079823,404096,378958,-393354,-221720
1619,LA Z BOY INC,31.002092079583267,142442,27.08721537972095,22003,23.160337364451784,22409,19.78944035462677,25266,-120439,406,2857
1620,LABORATORY CORP AMER HLDGS,91.36988820032741,1234619,98.20999291747627,1661837,102.39984702170379,1746653,101.75027690200524,1717214,427218,84816,-29439
1621,LACLEDE GROUP INC,45.5397723011385,66667,47.149592798971284,27996,48.56311385958529,32988,46.390374331550795,22440,-38671,4992,-10548
1622,LADENBURG THALMAN FIN SVCS I,3.1291312415859123,82451,3.0253610342953032,84618,3.1502130359894838,44124,4.235740889505586,41079,2167,-40494,-3045
1623,LAKE SHORE GOLD CORP,0.4731627975750407,33815,0.6505988466656809,33815,0.9138592186650604,340315,1.0106159999093618,441315,0,306500,101000
1624,LAKELAND BANCORP INC,12.374376153688386,43881,11.239311452148913,26781,10.805341966815057,24710,9.769918421181185,20471,-17100,-2071,-4239
1625,LAKELAND FINL CORP,39.00051047172764,425097,40.21974898477926,429217,38.15972587680829,427545,37.49869348883449,411401,4120,-1672,-16144
1626,LAM RESEARCH CORP,54.449922080855686,4161365,55.000318935691844,1771517,67.58022298870316,1478909,74.69981159135006,1066830,-2389848,-292608,-412079
1627,LAMAR ADVERTISING CO,52.25005148592428,4073929,51.00007116001193,5494659,53.00012682995428,6015929,49.24998524220686,6115413,1420730,521270,99484
1628,LANCASTER COLONY CORP,88.14490021718642,97612,99.42016687880071,63639,95.17742416438506,36889,85.29623303065719,44492,-33973,-26750,7603
1629,LANDEC CORP,12.126894346930618,65062,11.154328329422354,31109,12.495865338674705,27209,12.257226144066308,28473,-33953,-3900,1264
1630,LANDSTAR SYS INC,57.44957966610096,126685,59.2234923137564,60888,63.99459581175411,88820,72.20020114772525,84515,-65797,27932,-4305
1631,LANNET INC,33.08746599707052,38232,35.721645943532316,29114,49.6257233077404,62387,45.68722192986653,20903,-9118,33273,-41484
1632,LAS VEGAS SANDS CORP,78.87016638829574,1182475,80.77972922031618,1321074,76.220391341899,1425301,62.21009516229135,1625749,138599,104227,200448
1633,LASALLE HOTEL PPTYS,30.859541910303435,2440963,31.309700406205373,360655,35.28883512938934,436512,34.2374592684382,435780,-2080308,75857,-732
1634,LATAM AIRLS GROUP S A,16.309576334111725,929270,15.04892090291408,944586,13.420347912219881,1140805,11.36971286145472,1125798,15316,196219,-15007
1635,LATTICE SEMICONDUCTOR CORP,5.488934460597837,131173,7.8399423022985575,149746,8.249701337463371,256979,7.500232926488401,128796,18573,107233,-128183
